2025-04-29 09:54:41,538 - root - INFO - {'is_train': False, 'is_rag': True, 'dataset_name': 'BGL', 'train_ratio': 0.8, 'window_size': 200, 'window_time': 1800, 'log_structed_path': '/Users/zhangwh/Documents/毕设/project/LogRAG/dataset/BGL/bgl-example.log_structured.csv', 'encoder_path': './pretrained', 'api_key': 'sk-IXv5inyh4jRh9ae8bRFbuZ1NDpQVXcTgjnUJW024Mn93JTsx', 'api_base': 'https://api.openai-proxy.org/v1', 'llm_name': 'gpt-3.5-turbo', 'normal_class': 0, 'is_pretrain': False, 'optimizer_name': 'adam', 'lr': 0.0001, 'n_epochs': 150, 'lr_milestones': [50], 'batch_size': 4096, 'weight_decay': 0.0005, 'device': 'cuda:0', 'n_jobs_dataloader': 0, 'threshold': 0.8, 'topk': 5, 'prompt': 'prompt5', 'persist_directory': './output/ragdb-bgl'}
2025-04-29 10:41:43,136 - root - INFO - {'is_train': False, 'is_rag': True, 'dataset_name': 'BGL', 'train_ratio': 0.8, 'window_size': 200, 'window_time': 1800, 'log_structed_path': './dataset/BGL/bgl-example.log_structured.csv', 'encoder_path': './pretrained', 'api_key': 'sk-IXv5inyh4jRh9ae8bRFbuZ1NDpQVXcTgjnUJW024Mn93JTsx', 'api_base': 'https://api.openai-proxy.org/v1', 'llm_name': 'gpt-3.5-turbo', 'normal_class': 0, 'is_pretrain': False, 'optimizer_name': 'adam', 'lr': 0.0001, 'n_epochs': 150, 'lr_milestones': [50], 'batch_size': 4096, 'weight_decay': 0.0005, 'device': 'cuda:0', 'n_jobs_dataloader': 0, 'threshold': 0.8, 'topk': 5, 'prompt': 'prompt5', 'persist_directory': './output/ragdb-bgl'}
2025-04-29 10:41:58,387 - root - INFO - {'is_train': True, 'is_rag': True, 'dataset_name': 'BGL', 'train_ratio': 0.8, 'window_size': 200, 'window_time': 1800, 'log_structed_path': './dataset/BGL/bgl-example.log_structured.csv', 'encoder_path': './pretrained', 'api_key': 'sk-IXv5inyh4jRh9ae8bRFbuZ1NDpQVXcTgjnUJW024Mn93JTsx', 'api_base': 'https://api.openai-proxy.org/v1', 'llm_name': 'gpt-3.5-turbo', 'normal_class': 0, 'is_pretrain': False, 'optimizer_name': 'adam', 'lr': 0.0001, 'n_epochs': 150, 'lr_milestones': [50], 'batch_size': 4096, 'weight_decay': 0.0005, 'device': 'cuda:0', 'n_jobs_dataloader': 0, 'threshold': 0.8, 'topk': 5, 'prompt': 'prompt5', 'persist_directory': './output/ragdb-bgl'}
2025-04-29 10:44:25,143 - root - INFO - {'is_train': True, 'is_rag': True, 'dataset_name': 'BGL', 'train_ratio': 0.8, 'window_size': 200, 'window_time': 1800, 'log_structed_path': './dataset/BGL/bgl-example.log_structured.csv', 'encoder_path': './pretrained', 'api_key': 'sk-IXv5inyh4jRh9ae8bRFbuZ1NDpQVXcTgjnUJW024Mn93JTsx', 'api_base': 'https://api.openai-proxy.org/v1', 'llm_name': 'gpt-3.5-turbo', 'normal_class': 0, 'is_pretrain': False, 'optimizer_name': 'adam', 'lr': 0.0001, 'n_epochs': 150, 'lr_milestones': [50], 'batch_size': 4096, 'weight_decay': 0.0005, 'device': 'cuda:0', 'n_jobs_dataloader': 0, 'threshold': 0.8, 'topk': 5, 'prompt': 'prompt5', 'persist_directory': './output/ragdb-bgl'}
2025-04-29 10:44:46,173 - root - INFO - {'is_train': True, 'is_rag': True, 'dataset_name': 'BGL', 'train_ratio': 0.8, 'window_size': 200, 'window_time': 1800, 'log_structed_path': './dataset/BGL/bgl-example.log_structured.csv', 'encoder_path': './pretrained', 'api_key': 'sk-IXv5inyh4jRh9ae8bRFbuZ1NDpQVXcTgjnUJW024Mn93JTsx', 'api_base': 'https://api.openai-proxy.org/v1', 'llm_name': 'gpt-3.5-turbo', 'normal_class': 0, 'is_pretrain': False, 'optimizer_name': 'adam', 'lr': 0.0001, 'n_epochs': 150, 'lr_milestones': [50], 'batch_size': 4096, 'weight_decay': 0.0005, 'device': 'cpu', 'n_jobs_dataloader': 0, 'threshold': 0.8, 'topk': 5, 'prompt': 'prompt5', 'persist_directory': './output/ragdb-bgl'}
2025-04-29 10:44:52,073 - root - INFO - Initializing center c...
2025-04-29 10:44:52,089 - root - INFO - Center c initialized.
2025-04-29 10:44:52,089 - root - INFO - Starting training...
2025-04-29 10:44:52,111 - root - INFO -   Epoch 1/150	 Time: 0.022	 Loss: 1.51347065
2025-04-29 10:44:52,127 - root - INFO -   Epoch 2/150	 Time: 0.016	 Loss: 1.34810662
2025-04-29 10:44:52,146 - root - INFO -   Epoch 3/150	 Time: 0.018	 Loss: 1.20339823
2025-04-29 10:44:52,169 - root - INFO -   Epoch 4/150	 Time: 0.022	 Loss: 1.07570040
2025-04-29 10:44:52,189 - root - INFO -   Epoch 5/150	 Time: 0.020	 Loss: 0.96339130
2025-04-29 10:44:52,211 - root - INFO -   Epoch 6/150	 Time: 0.022	 Loss: 0.86247838
2025-04-29 10:44:52,228 - root - INFO -   Epoch 7/150	 Time: 0.017	 Loss: 0.77404624
2025-04-29 10:44:52,247 - root - INFO -   Epoch 8/150	 Time: 0.019	 Loss: 0.69410837
2025-04-29 10:44:52,269 - root - INFO -   Epoch 9/150	 Time: 0.022	 Loss: 0.62020516
2025-04-29 10:44:52,293 - root - INFO -   Epoch 10/150	 Time: 0.024	 Loss: 0.55485737
2025-04-29 10:44:52,312 - root - INFO -   Epoch 11/150	 Time: 0.018	 Loss: 0.49608171
2025-04-29 10:44:52,377 - root - INFO -   Epoch 12/150	 Time: 0.065	 Loss: 0.08506666
2025-04-29 10:44:52,397 - root - INFO -   Epoch 13/150	 Time: 0.020	 Loss: 0.07848107
2025-04-29 10:44:52,417 - root - INFO -   Epoch 14/150	 Time: 0.020	 Loss: 0.07212354
2025-04-29 10:44:52,434 - root - INFO -   Epoch 15/150	 Time: 0.017	 Loss: 0.06654435
2025-04-29 10:44:52,452 - root - INFO -   Epoch 16/150	 Time: 0.018	 Loss: 0.06170185
2025-04-29 10:44:52,477 - root - INFO -   Epoch 17/150	 Time: 0.024	 Loss: 0.05751199
2025-04-29 10:44:52,496 - root - INFO -   Epoch 18/150	 Time: 0.019	 Loss: 0.05393819
2025-04-29 10:44:52,514 - root - INFO -   Epoch 19/150	 Time: 0.018	 Loss: 0.05086133
2025-04-29 10:44:52,536 - root - INFO -   Epoch 20/150	 Time: 0.021	 Loss: 0.04818443
2025-04-29 10:44:52,559 - root - INFO -   Epoch 21/150	 Time: 0.023	 Loss: 0.04585536
2025-04-29 10:44:52,579 - root - INFO -   Epoch 22/150	 Time: 0.019	 Loss: 0.04396173
2025-04-29 10:44:52,597 - root - INFO -   Epoch 23/150	 Time: 0.018	 Loss: 0.04238669
2025-04-29 10:44:52,614 - root - INFO -   Epoch 24/150	 Time: 0.017	 Loss: 0.04115677
2025-04-29 10:44:52,638 - root - INFO -   Epoch 25/150	 Time: 0.023	 Loss: 0.04985526
2025-04-29 10:44:52,662 - root - INFO -   Epoch 26/150	 Time: 0.024	 Loss: 0.04094214
2025-04-29 10:44:52,693 - root - INFO -   Epoch 27/150	 Time: 0.030	 Loss: 0.03888887
2025-04-29 10:44:52,710 - root - INFO -   Epoch 28/150	 Time: 0.017	 Loss: 0.03721652
2025-04-29 10:44:52,729 - root - INFO -   Epoch 29/150	 Time: 0.019	 Loss: 0.03648319
2025-04-29 10:44:52,753 - root - INFO -   Epoch 30/150	 Time: 0.024	 Loss: 0.03578842
2025-04-29 10:44:52,773 - root - INFO -   Epoch 31/150	 Time: 0.019	 Loss: 0.03514885
2025-04-29 10:44:52,795 - root - INFO -   Epoch 32/150	 Time: 0.022	 Loss: 0.03456492
2025-04-29 10:44:52,813 - root - INFO -   Epoch 33/150	 Time: 0.017	 Loss: 0.03403416
2025-04-29 10:44:52,839 - root - INFO -   Epoch 34/150	 Time: 0.026	 Loss: 0.03323682
2025-04-29 10:44:52,870 - root - INFO -   Epoch 35/150	 Time: 0.030	 Loss: 0.03265663
2025-04-29 10:44:52,887 - root - INFO -   Epoch 36/150	 Time: 0.017	 Loss: 0.03158697
2025-04-29 10:44:52,901 - root - INFO -   Epoch 37/150	 Time: 0.015	 Loss: 0.03084755
2025-04-29 10:44:52,921 - root - INFO -   Epoch 38/150	 Time: 0.019	 Loss: 0.03008974
2025-04-29 10:44:52,943 - root - INFO -   Epoch 39/150	 Time: 0.022	 Loss: 0.02920157
2025-04-29 10:44:52,970 - root - INFO -   Epoch 40/150	 Time: 0.026	 Loss: 0.02866060
2025-04-29 10:44:52,995 - root - INFO -   Epoch 41/150	 Time: 0.025	 Loss: 0.02817565
2025-04-29 10:44:53,014 - root - INFO -   Epoch 42/150	 Time: 0.019	 Loss: 0.02777854
